,a2x3h_Sa_tbot,a2x3h_Sa_shum,Dew_Point
82,281.92178,0.006254774,227.1328455115485
83,282.15503,0.006332065,227.23594910736176
84,282.57822,0.006463469,227.40492518461744
85,282.92923,0.0064992732,227.44175445145527
86,282.3689,0.0059669907,226.66186802850189
87,281.4662,0.0056015467,226.08773179973443
88,281.3029,0.006013618,226.71808344259915
89,281.71335,0.006577574,227.5219394329589
90,282.291,0.007153724,228.2885047582736
91,282.93774,0.0074497596,228.6629100610488
92,283.3896,0.0075815385,228.8253364536584
93,283.18307,0.0072917705,228.4824836956288
94,282.5305,0.006638877,227.6442798822394
95,281.5234,0.0060120192,226.76379085666736
96,281.02478,0.0059239995,226.6443400403064
97,280.93704,0.006032049,226.82106446782905
98,280.8038,0.0061599957,227.0257314624622
99,281.81183,0.006254551,227.172300811195
100,282.50677,0.005784219,226.4675735174316
101,281.46738,0.005948804,226.73787695592952
102,280.36346,0.0056072287,226.23011681923128
103,279.13303,0.0051584,225.50834987798112
104,278.52518,0.0049685542,225.1934845471348
105,278.841,0.004970816,225.2088642573897
106,280.00256,0.005712424,226.45813968215637
107,282.2915,0.0066505624,227.838384552388
108,283.66858,0.0062625366,227.29822374836783
109,282.8374,0.006258686,227.3149666621935
110,281.78964,0.0063377316,227.4520456938289
111,281.62878,0.0065921484,227.8228182041229
112,281.6716,0.0067837085,228.09002194688264
113,281.53635,0.006842948,228.00842633224173
114,282.04492,0.007012879,228.32341991149084
115,283.39438,0.0073086745,228.7924217168125
116,284.34344,0.0073917494,228.89223182849852
117,283.7839,0.007440337,228.95686481429144
118,283.12653,0.007310519,228.80056175869865
119,282.64053,0.007128028,228.5686797771121
120,282.40057,0.006999824,228.3972486623384
121,282.42456,0.0069309766,228.30285734592056
122,282.56247,0.0069551286,228.33609232405212
123,282.80423,0.007068035,228.4871810258441
124,282.91528,0.007340843,228.83365280711243
125,282.99377,0.0074263792,228.91038631189792
126,283.01065,0.0074449717,228.92081989563877
127,283.00613,0.007442471,228.91802609789795
128,282.97815,0.0074331537,228.9007312731149
129,282.97424,0.0074312263,228.8983143829238
130,282.99857,0.007444237,228.91335323803943
131,283.45352,0.0074454276,228.9703798794864
132,284.08514,0.0073840516,228.88445138518145
133,283.54846,0.007274585,228.74610131545097
134,282.44254,0.0070359414,228.4444342961201
135,281.14236,0.006691619,227.7642138576973
136,280.3587,0.0062865033,227.27798208232605
137,280.67535,0.0063604494,227.47452928642045
138,280.92523,0.006461636,227.62955741811635
139,281.07672,0.006417358,227.58765565907487
140,281.33948,0.00620235,227.26522538134657
141,281.1314,0.0059673386,226.90792412832704
142,280.83685,0.0056602256,226.42690924971572
143,280.22742,0.0053331237,225.8856815092656
144,279.50717,0.0050664,225.4180424944046
145,279.85208,0.004926111,225.15652833197504
146,279.70505,0.004872877,225.0558314259344
147,279.68854,0.005110673,225.47634023101529
148,280.01233,0.0050895,225.42808821839552
149,279.39645,0.0051185223,225.4767821454783
150,278.60355,0.0051137,225.4735038836037
151,278.36865,0.00523375,225.6825731937267
152,278.63025,0.005440961,226.0278789184096
153,279.04584,0.0056408043,226.3510715934258
154,279.4474,0.005681905,226.4231357654376
155,280.1084,0.0056902934,226.44369951377504
156,280.65866,0.005592902,226.28648418225447
157,280.19308,0.005479553,226.1083414068422
158,279.5911,0.005266637,225.76501431562116
159,279.27057,0.0050228336,225.348051627444
160,279.03342,0.004828011,224.9944968766818
161,278.64902,0.0045806263,224.52781501727625
162,278.09473,0.004468538,224.31503819505048
163,277.84607,0.004449044,224.2802414337609
164,277.676,0.0044195508,224.2170273128334
165,277.43405,0.004378035,224.13295497497612
166,277.17023,0.004277972,223.93264112782617
167,276.85977,0.0042365007,223.8464857383877
168,276.49835,0.004195818,223.7562770020008
169,276.03296,0.004152406,223.65968131169
170,275.63675,0.004093278,223.5340815970054
171,275.51035,0.003991723,223.3110528686403
172,275.3311,0.003953479,223.2154827579291
173,274.8547,0.003962105,223.22864997193295
174,274.45526,0.004031093,223.37707932850725
175,274.48477,0.004109263,223.5371422904007
176,274.8647,0.0042278743,223.7708624916226
177,275.4499,0.0043315436,223.96994037060517
178,276.24695,0.0043578343,224.01708254213835
179,277.52982,0.0044169202,224.12539266326627
180,279.52655,0.0045492295,224.3634884915769
181,279.4828,0.0049146456,225.03703031245303
182,279.2683,0.0052020904,225.54017584090684
183,279.55853,0.0054699024,225.98523200990385
184,279.5159,0.005598232,226.1885875002206
185,279.34677,0.005645717,226.26139653245335
186,279.2901,0.0057114037,226.36790351644012
187,280.9616,0.005955859,226.742428799026
188,282.6897,0.0060209045,226.83038965346495
189,281.82825,0.0058675255,226.6013485012089
190,281.18787,0.005493319,226.0170770683717
191,280.94574,0.005344682,225.7760621468111
192,280.50656,0.0054697297,225.98539806223167
193,280.1566,0.0057169693,226.3835313228469
194,280.26337,0.0059596887,226.7581968379988
195,281.8812,0.006468911,227.4934527614556
196,283.29962,0.006974423,228.16694249864943
197,283.4396,0.0075112707,228.8435887683192
198,283.67303,0.0077408375,229.1214458707346
199,283.7761,0.007143,228.3822822843304
200,282.36865,0.006559236,227.6076241254269
201,282.10388,0.0061763767,227.05633076757545
202,282.17062,0.006291244,227.2185114077907
203,283.04294,0.0067118835,227.7948126047792
204,283.62854,0.0071236156,228.30713168209004
205,284.7072,0.007258114,228.43382232865403
206,285.18228,0.0080341,229.3453338346004
207,286.20078,0.008896283,230.29847823125283
208,286.11728,0.009048007,230.4651422755277
209,285.66766,0.008905238,230.3147013187005
210,285.78455,0.008784696,230.1815941258685
211,286.2008,0.008939261,230.3463481892619
212,286.48526,0.008473547,229.852809596836
213,284.87228,0.005949847,226.637304429661
214,282.18073,0.0052749533,225.59629753674585
215,280.57925,0.004831737,224.8566245630961
216,279.3152,0.004761329,224.75831022650144
217,279.0413,0.004625355,224.52127360897512
218,279.88123,0.004672864,224.61615491966188
219,281.80713,0.0052636885,225.6587932274187
220,282.6609,0.005655291,226.2792177545604
221,282.83777,0.005937919,226.6967746114084
222,283.1213,0.0061719245,227.02633856592345
223,283.38318,0.006589527,227.59981968109864
224,283.55603,0.0072524003,228.45295231973716
225,283.53235,0.007528097,228.780008073868
226,282.77347,0.0071478593,228.30027911754988
227,281.25674,0.004591205,224.3414048745124
228,280.8296,0.0038955,222.91394847958105
229,280.1641,0.0037154192,222.51575397969725
230,278.3775,0.0038721978,222.90181082551865
231,277.2368,0.0040616165,223.3359675495382
232,276.82242,0.0043693767,223.98757991265072
233,276.74786,0.004476162,224.2162148625397
234,277.09555,0.0043613715,224.0053511079008
235,280.25958,0.0044896463,224.2565227937421
236,282.58044,0.0049583535,225.12319617721488
237,282.37024,0.0057048853,226.3866900530729
238,281.76297,0.0062404317,227.2137994742548
239,281.429,0.006371153,227.4113964604653
240,281.52545,0.0064649764,227.5490741225377
241,282.1713,0.0066350815,227.7850756206832
242,282.32837,0.0066435984,227.7983336007934
243,282.8348,0.0061041554,227.01926048845093
244,282.63574,0.0052198227,225.58846773780303
245,282.18604,0.0050124805,225.19805367203003
246,282.12943,0.005619381,226.19154666207615
247,283.1154,0.006707804,227.77443474855525
248,284.66235,0.0075374055,228.83903105208265
249,282.49454,0.006065691,226.8949298183271
250,279.37057,0.0049743517,225.16814232978916
251,280.95694,0.0047003855,224.68916035761123
252,282.08716,0.0038881656,223.04053447123812
253,281.23444,0.0037389866,222.72306851082917
254,279.13742,0.004062429,223.47599882472505
255,277.94745,0.0042618564,223.91462567530124
256,277.24002,0.004328481,224.05906875268
257,276.73438,0.0043324875,224.0710661119529
258,276.47238,0.004316709,224.0438861593505
259,278.8912,0.0046654623,224.72124097781335
260,280.52237,0.0047317315,224.8274515920132
261,280.65335,0.0052058804,225.6619056374949
262,280.13058,0.0056352057,226.36050214722405
263,280.5181,0.0061659487,227.1551969895029
264,281.4613,0.0067850533,227.96191956997964
265,282.35022,0.007226212,228.5123837780339
266,282.91412,0.0075215595,228.86115036702935
267,283.79953,0.007741402,229.1649120268621
268,284.45737,0.007106118,228.35295792072716
269,283.38928,0.0066726683,227.76266990110875
270,281.90497,0.006739297,227.84374297342868
271,281.77014,0.0070043574,228.1532627738568
272,282.51956,0.007401363,228.617153838361
273,283.11908,0.0076281754,228.91807403881057
274,282.48053,0.0063486784,227.2418388349257
275,281.13177,0.005217176,225.48817372446933
276,281.2548,0.0051556625,225.38388923728496
277,281.19336,0.0056385314,226.19597627439396
278,281.25464,0.006118184,226.94813320239643
279,281.4513,0.0062211216,227.1136461828605
280,281.30487,0.006294663,227.23295071180104
281,281.15747,0.0062461193,227.17287434461915
282,280.6071,0.00602669,226.86778810595675
283,280.58694,0.005519444,226.08739661357825
284,279.8251,0.00523672,225.62561570813864
285,279.14627,0.005169761,225.52339969830567
286,279.01938,0.005211947,225.60802299028765
287,279.44458,0.0053390646,225.83063369798103
288,279.88074,0.0052298945,225.6471487549757
289,279.57013,0.0054267696,225.9814326768952
290,279.32993,0.0055414033,226.1772296227895
291,279.97006,0.0053727347,225.90335947549863
292,281.01883,0.0050160787,225.28147727757428
293,280.93488,0.0048776125,225.03171669567087
294,278.96896,0.0048605,225.0104544310672
295,277.51855,0.004756577,224.82227854562996
296,276.7954,0.0046623633,224.64053549290617
297,276.25864,0.0045731836,224.4642613767597
298,276.14154,0.0045954743,224.50493669670584
299,279.03714,0.0050521838,225.3307404759973
300,281.41284,0.0051219924,225.4322318699512
301,280.6223,0.005311216,225.75266022763049
302,279.28134,0.005368252,225.8506594867536
303,279.76056,0.0056235557,226.25913713781017
304,280.28564,0.00603095,226.87930835183715
305,280.25076,0.0063383607,227.21095875662428
306,281.06714,0.006668277,227.71757064598336
307,282.13916,0.0070450297,228.2918926006213
308,283.46713,0.00697857,228.1948186942837
309,283.4043,0.0068275467,227.9932539391849
310,282.89816,0.006926853,228.1326580357336
311,282.7682,0.007032002,228.2722611683984
312,282.3728,0.007039066,228.27708943523552
313,282.48532,0.006877221,228.05846221840332
314,282.4341,0.0069452506,228.1484592746829
315,283.95724,0.0066564865,227.75405081794244
316,284.69846,0.0064805257,227.50122937636752
317,284.3814,0.0065034456,227.52749939587437
318,283.77182,0.0067534754,227.8713463656536
319,283.89972,0.0068078223,227.93619619761236
320,283.84662,0.007002037,228.1810788726223
321,284.3303,0.0071971356,228.42174088569757
322,284.61777,0.007902519,229.2846722149348
323,285.33194,0.00675562,227.8622615112425
324,284.56558,0.004764449,224.74530015516297
325,283.59338,0.004803663,224.82917960023437
326,281.81213,0.005215517,225.57342145370316
327,281.05978,0.006050638,226.90598650487965
328,282.4366,0.007301195,228.5658305281268
329,283.24808,0.007682546,229.03462905152733
330,283.28024,0.0074189752,228.69461717982065
331,283.63654,0.007420918,228.67583789217744
332,285.4983,0.007151351,228.3014933627973
333,285.48004,0.0065087522,227.41202082167396
334,284.66943,0.0057574133,226.28547627586693
335,283.53366,0.0056848596,226.1577360499607
336,282.3571,0.005885889,226.45650344593864
337,281.6253,0.006177205,226.88290553310335
338,281.62973,0.006496056,227.33804027764336
339,281.70734,0.0064936723,227.3390792580896
340,281.66196,0.0057308236,226.2137891076222
341,280.8364,0.004569905,224.2165446413072
342,279.62756,0.004005436,223.085021127194
343,278.7731,0.003886789,222.8395781702928
344,278.1023,0.003923401,222.93040509004365
345,277.3401,0.004009236,223.13037480454145
346,276.8187,0.004072203,223.28185199917365
347,278.54193,0.003996664,223.12119889855992
348,280.03473,0.0037928778,222.6612791904452
349,279.6531,0.003897755,222.90522539739652
350,278.052,0.0040945197,223.3531517176176
351,277.09784,0.0039596986,223.0745905884962
352,276.47388,0.0038253802,222.78097298505327
353,276.58096,0.004013048,223.200307216914
354,277.7742,0.0044655385,224.14069084676055
355,280.9176,0.0048083053,224.7874057254971
356,282.23846,0.0046980903,224.56864704231808
357,281.6826,0.0050638444,225.22767383561623
358,281.27084,0.005485768,225.9469151415654
359,281.40686,0.005853678,226.53145415177372
360,281.30685,0.0063156923,227.21319415119356
361,281.64398,0.0068631712,227.96529818311643
362,282.26755,0.0072754067,228.46122524004093
363,283.1219,0.007679187,228.9895764421941
364,284.4886,0.008202306,229.61270750414792
365,284.83856,0.008313358,229.74286844821347
366,284.43927,0.007895803,229.28188440839256
367,284.04025,0.00675268,227.8603247088308
368,282.27017,0.0061508287,227.02293060534532
369,280.49188,0.0057708398,226.4538813834857
370,279.93387,0.005648171,226.26744374841712
371,282.10373,0.0062675774,227.19280670796425
372,283.80685,0.0076268422,228.96051783634996
373,284.62238,0.008466019,229.9050569828619
374,284.96884,0.0082389675,229.639261970438
375,284.64862,0.008379369,229.78821192968795
376,284.3329,0.008342905,229.73718302661453
377,283.76984,0.007041401,228.19171585728915
378,281.76178,0.005507376,225.98768756791029
379,281.71664,0.0054489514,225.89511263006716
380,283.37018,0.0068025566,227.87833061944528
381,284.32004,0.008333068,229.72434554645665
382,284.85828,0.008132218,229.4844935768224
383,284.25754,0.0074904654,228.709768016558
384,283.75076,0.007446865,228.62763292002475
385,283.4029,0.0072457483,228.33762917273924
386,283.5249,0.0072117364,228.2533459340229
387,284.14468,0.007475413,228.55087809822595
388,283.6327,0.005513396,225.7766244729236
389,282.51456,0.004935933,224.79128728755288
390,281.88736,0.0052455333,225.3504866684094
391,279.96283,0.0042902464,223.62334729511875
392,278.4221,0.004023457,223.101064437006
393,277.50833,0.0038571535,222.76398688472915
394,277.432,0.003996244,223.0938774464422
395,280.5549,0.004348661,223.8280844876178
396,281.8372,0.0064520016,227.3278624132106
397,284.22098,0.0074291844,228.60124473720688
398,283.91745,0.0074090757,228.59607988186144
399,283.77716,0.0074653113,228.68170965288985
400,283.93542,0.007400412,228.6112234160648
401,284.1958,0.0071908557,228.3558285394192
402,284.20792,0.0070877993,228.2386194104396
403,284.5766,0.007098532,228.26771168191817
404,285.05112,0.0070172036,228.17064569838607
405,284.96002,0.0071044834,228.2954570387981
406,284.6679,0.0073471284,228.6220165342916
407,284.5926,0.0073688864,228.6642997626638
408,284.41293,0.0073850323,228.69231518148112
409,284.32443,0.0073058526,228.59754424797973
410,284.22934,0.0072229127,228.50153093521416
411,284.85214,0.0067425687,227.87756574574965
412,285.24075,0.00648957,227.52487939510812
413,284.9889,0.00655715,227.61155078507176
414,283.5896,0.00674278,227.866151228424
415,283.23578,0.0066820127,227.7733054734607
416,282.66266,0.0066507887,227.7170411103756
417,281.7386,0.0067374622,227.8255153615079
418,281.89975,0.006880534,228.01054117884675
419,284.79913,0.007341715,228.5879097926312
420,285.0386,0.007968361,229.33582964983043
421,284.515,0.0065798196,227.5949273414384
422,282.17087,0.005723095,226.37037349484788
423,280.7156,0.005735542,226.42000864671255
424,279.60724,0.0053196647,225.7686489409468
425,278.73718,0.0048971693,225.05124510667963
426,278.60574,0.0048144506,224.9184804920586
427,281.89117,0.00493835,225.14521185475888
428,283.57062,0.004894218,225.06109714094288
429,283.4583,0.005232231,225.6587536195268
430,281.7194,0.0056621977,226.38034733890456
431,280.9698,0.005817641,226.6300077970169
432,280.76205,0.0058981185,226.74560630614775
433,280.73804,0.006018765,226.91859050653343
434,281.10782,0.006142739,227.0950088110912
435,283.78873,0.0064320923,227.49323163826895
436,286.18698,0.00675587,227.911552427703
437,286.24857,0.0067114774,227.8302715275601
438,286.27444,0.0067987484,227.9316988255161
439,285.98178,0.006990856,228.17321176031112
440,285.05798,0.006981579,228.15008823564736
441,284.47263,0.006910484,228.0425533962218
442,284.4179,0.007031715,228.18907383162843
443,286.4702,0.007781659,229.10361303875507
444,287.76474,0.008623988,230.04734568308663
445,286.3344,0.008551622,229.979594668935
446,283.50226,0.0065991273,227.62832871758465
447,281.18143,0.005784041,226.467463592636
448,280.90085,0.005748209,226.41946583968272
449,282.11218,0.005830345,226.5326278813411
450,282.9019,0.0071446565,228.36354162637215
451,285.10062,0.008029673,229.4209839271444
452,286.17343,0.007868034,229.21731756627287
453,285.81848,0.008052924,229.4329894194472
454,285.6721,0.0083042905,229.7253325234888
455,285.5171,0.008467543,229.91288493830731
456,285.67166,0.008477505,229.9269268466251
457,285.4393,0.008244424,229.67619555758463
458,284.55777,0.0068343543,227.97609316115995
459,283.3891,0.005514584,226.06555615717477
460,283.7652,0.004854651,224.9404067137652
461,283.5632,0.0045159785,224.3126363971816
462,281.95255,0.00458275,224.46155262897355
463,280.782,0.004933091,225.12382228944287
464,280.22043,0.0055266083,226.13096658971293
465,281.46286,0.0067937854,227.96288632629177
466,283.8341,0.007862393,229.2718594927
467,284.7563,0.007687272,229.03445538720152
468,280.7697,0.004414084,224.0768975090744
469,279.83823,0.0031507276,221.18688426031977
470,278.5183,0.0035488473,222.239926966766
471,277.99338,0.0039121946,223.11565019813293
472,277.3104,0.003920701,223.16632913878453
473,276.62607,0.003962795,223.2890040124633
474,276.8035,0.0040326356,223.46803767370005
475,280.13077,0.0037723857,222.89526169708927
476,281.85245,0.0031685098,221.39567410858007
477,282.1762,0.0033561855,221.89634998247408
478,281.02252,0.0037428476,222.8540509053619
479,279.25638,0.004021262,223.4911016467992
480,278.0862,0.0041329674,223.73626340676165
481,277.28314,0.0041410737,223.7576755856536
482,277.2583,0.0041715163,223.827207964072
483,280.67548,0.0043056016,224.09308100321832
484,282.43637,0.00408245,223.61064326264696
485,282.549,0.0041817077,223.81383544176816
486,281.0177,0.004420954,224.30774286047236
487,279.67435,0.004578412,224.6180978906246
488,278.86563,0.0047239955,224.88902679987345
489,278.60132,0.0048700413,225.14916135947243
490,279.30798,0.0050599803,225.4807970054549
491,282.3205,0.0046065277,224.6291327774215
492,283.6673,0.004099862,223.5851955857578
493,283.03168,0.004225663,223.8411348803845
494,280.87076,0.004697054,224.77630458393617
495,279.69424,0.004960374,225.25817030949224
496,279.2905,0.0051033753,225.50477718916
497,278.9487,0.0052479273,225.74932644446503
498,279.82996,0.005658995,226.42506824847152
499,281.2203,0.006184031,227.22668117025967
500,282.7751,0.00654222,227.72858098607628
501,283.18796,0.0067962385,228.068911498232
502,282.6532,0.0070115607,228.35598950822776
503,282.2409,0.006910578,228.2187896758327
504,282.15787,0.00649287,227.63494791342367
505,281.32184,0.006434031,227.53980620431557
506,281.2399,0.006648253,227.82468864616416
507,283.06528,0.0068922318,228.14336868712272
508,284.66074,0.0069340095,228.18188548473609
509,284.53934,0.0071961847,228.5153800966595
510,284.2969,0.0072252145,228.5557987723021
511,283.21674,0.0060504396,226.95127575808917
512,282.13596,0.005123518,225.46863643011744
513,281.5164,0.005009706,225.27405762930837
514,281.33426,0.0048371805,224.97102092821348
515,281.87128,0.004501261,224.3383167740768
516,282.8187,0.0045998525,224.5199473973724
517,283.4027,0.004665336,224.6339560717753
518,283.0338,0.004744225,224.78168574227047
519,282.69574,0.0047635813,224.8143159057797
520,282.43546,0.005102862,225.41677026817527
521,282.3664,0.0056158085,226.2630772611221
522,282.92874,0.0060783867,226.9683634138395
523,284.51968,0.0067403717,227.8946157216008
524,284.90366,0.0074192826,228.76034915164368
525,284.34094,0.007770006,229.17299029019665
526,284.0702,0.0077198935,229.10095073139144
527,284.0406,0.0076880557,229.04873230339683
528,284.2193,0.0077607287,229.1193727386597
529,283.80035,0.0069261463,228.0761914871463
530,280.83084,0.0045558517,224.34992136866896
531,280.191,0.0035833577,222.27038782138956
532,281.5503,0.0034244377,221.86921805237168
533,281.6288,0.0035953408,222.27928078315625
534,280.52872,0.0040934454,223.39811059020923
535,280.06143,0.0044939676,224.19080135869692
536,280.133,0.0053493325,225.68629781346763
537,281.254,0.006865201,227.83342981842708
538,283.12292,0.007689741,228.86810770679512
539,283.55804,0.006904341,227.88407921282263
540,282.94162,0.005892268,226.4624529925822
541,282.19012,0.0044961055,224.0844839574006
542,280.0616,0.0035796603,222.14228636448124
543,278.0574,0.0034618815,221.88913737726477
544,277.03604,0.003391586,221.73475317275705
545,276.33417,0.0034119855,221.8001272159776
546,276.92148,0.00356071,222.1767954118402
547,280.0046,0.0032935336,221.50105824392705
548,281.49222,0.0030048524,220.709959159384
549,281.65775,0.0030080606,220.71705716361367
550,280.46915,0.0032870895,221.48346218701957
551,278.48798,0.003719278,222.5619551892781
552,277.45685,0.003961499,223.1170998447803
553,276.95187,0.0040447903,223.3046576362004
554,277.6373,0.0041497047,223.5373838873083
555,280.916,0.003855534,222.88789307591657
556,281.94095,0.004012033,223.2213775734772
557,281.52567,0.004509954,224.2307098015349
558,280.89496,0.004933284,225.01118639150653
559,281.26044,0.0052892705,225.61234420189425
560,280.8396,0.0061931177,227.0198038135846
561,280.80063,0.006601279,227.55226249211657
562,281.07062,0.006668976,227.6971303174089
563,282.05237,0.006774373,227.84748757982592
564,283.17865,0.00706714,228.2205571638001
565,283.80298,0.0073454054,228.54252450552528
566,283.63828,0.0075326697,228.73112283553647
567,284.79523,0.008655001,229.98247922294388
568,285.01642,0.008579357,229.8913085103275
569,284.75934,0.008038502,229.2856962948989
570,284.61075,0.0072066803,228.29048425275064
571,284.85245,0.005860136,226.4243471621982
572,284.3912,0.005025052,225.06562832396287
573,283.46207,0.0049852263,225.0128774134274
574,282.2094,0.0051314747,225.2932528200092
575,281.1925,0.0057770507,226.36477065788512
576,281.35144,0.00632481,227.17380848831672
577,281.35898,0.0066408184,227.5945877914273
578,281.7499,0.0067948843,227.7796792655984
579,282.96255,0.007455838,228.5861608362829
580,285.54034,0.008210443,229.4322743785783
581,286.28168,0.0076495833,228.76151100345336
582,284.14764,0.0059777265,226.5478141266888
583,280.93576,0.004741086,224.5337370035396
584,279.3741,0.0045506475,224.2007917092606
585,278.59427,0.0046393448,224.3911374824791
586,279.05746,0.0047200136,224.5645038731124
587,281.32562,0.0040776413,223.28977274449235
588,282.76266,0.0034445045,221.83450769476767
589,282.6173,0.0033011616,221.48439847092655
590,280.77316,0.0037885034,222.70239384794317
591,279.4812,0.0046226876,224.4697203900797
592,278.7592,0.004929155,225.05865424337205
593,278.17593,0.0046803877,224.6250083747807
594,279.26895,0.004441957,224.18574262483557
595,282.9093,0.0043522483,224.0114153509765
596,284.4241,0.00503934,225.3137786383428
597,284.30423,0.0059536174,226.8230546560502
598,283.47882,0.0066195847,227.80669691700223
599,282.53006,0.006819049,228.09604084498065
600,281.97223,0.006811968,228.09440376509835
601,281.75668,0.006778172,228.0537330731433
602,282.35364,0.0068198475,228.11333356007597
603,284.54218,0.0060811928,227.06175116732737
604,284.67896,0.0055499054,226.22728702880391
605,284.39972,0.0051548025,225.55156169967472
606,282.5712,0.0052319895,225.6874605606801
607,281.15555,0.0050850012,225.4305029191328
608,280.80762,0.0049060956,225.09550190430684
609,280.80316,0.0048591886,224.99394416420145
610,281.7119,0.0051006507,225.4159962199119
611,287.32983,0.006224598,227.1792209507304
612,291.67282,0.007171699,228.44642064246867
613,291.69638,0.0076785516,229.0771665000898
614,288.93933,0.007680961,229.108108518971
615,286.5065,0.007310576,228.6767312638445
616,284.3422,0.0066694287,227.8514915775974
617,282.85336,0.0060378723,226.9585301445489
618,283.31635,0.005934243,226.81187751342637
619,288.92142,0.006513722,227.64024522958135
620,292.6199,0.006671675,227.83532669004268
621,292.37244,0.0067908,227.9961363544464
622,288.41898,0.006910675,228.18814638205765
623,284.56293,0.0066597504,227.87699168697532
624,282.69174,0.0062943227,227.3681637906488
625,281.73816,0.006086326,227.06119942334485
626,282.4517,0.0061934777,227.22169438026685
627,288.88715,0.0072478238,228.63431392796429
628,293.12335,0.007838256,229.32880824212825
629,292.95908,0.008158884,229.69412100266072
630,290.33585,0.008165605,229.7180768580663
631,288.5403,0.008018934,229.55873927666607
632,287.5162,0.007896164,229.41204036483143
633,286.78604,0.0076581268,229.1239710079909
634,287.3275,0.0074711726,228.89215924142317
635,291.51483,0.0075108227,228.9171204800839
636,293.7283,0.006756669,227.9158301797976
637,293.57254,0.006804188,227.9619258063663
638,291.1957,0.007325955,228.645944198408
639,289.6131,0.0077353497,229.1492358734133
640,288.44147,0.007751198,229.162120926174
641,287.26627,0.007391655,228.7204267215286
642,287.12555,0.0069359723,228.1340756334786
643,289.76788,0.0065069045,227.53462018860375
644,291.2863,0.0065120365,227.52885581006265
645,290.917,0.0069525028,228.1262925033105
646,288.71304,0.0075838673,228.94257282738772
647,286.74417,0.007917838,229.35716769943772
648,284.87692,0.007911279,229.3639425286516
