,a2x3h_Sa_tbot,a2x3h_Sa_shum,a2x3h_Sa_pbot,relative_humidity,Dew_Point
30,277.53394,0.004915873,99491.11,93.7909824390957,224.94976844227662
31,276.65155,0.0048122825,99606.195,97.82619819680369,224.77428970225074
32,276.12912,0.0047015687,99667.47,99.24605358158584,224.57561418620168
33,275.7074,0.004580868,99719.43,99.69862243501282,224.35207571455027
34,275.3375,0.0044570193,99815.78,99.69735123591289,224.12047216555004
35,276.3705,0.004595215,99884.78,95.56054367310699,224.39214358381898
36,278.44058,0.004729247,99880.69,85.00950253004599,224.63864900368714
37,277.71805,0.0044402764,99996.35,84.05415862263784,224.09551401042143
38,276.29153,0.0040944745,100212.19,85.90745791134948,223.40889798812856
39,275.39148,0.0038348162,100354.86,85.91168667891209,222.85389098661335
40,275.27304,0.0037394082,100393.89,84.5201630443446,222.6392137436705
41,276.42297,0.003928721,100385.664,81.80614857492793,223.06349420464286
42,277.00006,0.004159459,100368.54,83.1304252009638,223.55781220930345
43,277.1532,0.004300657,100268.4,84.94343329859522,223.84082741732803
44,278.0171,0.0047392137,99933.22,87.79548880010262,224.66339222566398
45,278.99203,0.00570986,99654.234,98.54345158130373,226.2964421195817
46,280.7582,0.006578491,99490.84,100.0,227.52593755174485
47,282.3585,0.007358987,99277.01,100.0,228.51750728252213
48,283.81546,0.008016938,98953.875,98.85694889616762,229.3112970594186
49,284.9601,0.008722537,98750.555,99.44769280355992,230.0720327552701
50,285.34637,0.00899683,98894.09,100.0,230.36167120764952
51,285.46387,0.0076904837,99155.5,85.15185950822772,228.9383374054359
52,285.24704,0.0075338245,99246.73,84.70147592846287,228.757927463616
53,284.78735,0.008084828,99250.125,93.71522975921629,229.41316097558985
54,285.07303,0.00866585,99183.08,98.49549298749196,230.05166659977715
55,285.8678,0.009195704,99099.35,99.08160399233277,230.59587784449468
56,286.3343,0.0093554,99145.92,97.80020131777619,230.7599601058003
57,286.26895,0.008689184,99344.75,91.41065785489538,230.0866395709263
58,285.8825,0.008525038,99538.34,92.17514405351517,229.92865486876784
59,286.13373,0.008679689,99663.71,92.42398058771327,230.1071715796551
60,286.85626,0.00897756,99649.59,91.15564026537189,230.41826894579248
61,286.35495,0.009283189,99682.35,97.44114158909295,230.73803193587403
62,285.98428,0.009343569,99755.625,100.0,230.7541965447567
63,286.0085,0.009352236,99731.82,100.0,230.7690915251347
64,286.1791,0.009230172,99699.59,98.02821665954463,230.6866397349291
65,286.03186,0.008256063,99570.266,88.42117490015923,229.63236786374824
66,284.69815,0.007871581,99429.77,91.95324265058694,229.18263374355115
67,285.798,0.007915185,99343.65,85.89024190127581,229.22082660558573
68,287.0719,0.008476583,99250.51,84.52168122095526,229.84281318935322
69,287.0254,0.009285138,99313.57,92.92510727796537,230.70178665308458
70,286.60263,0.009481801,99477.74,97.71882614620672,230.91666269100705
71,285.91327,0.00928175,99590.62,100.0,230.71052282565378
72,285.48532,0.008903965,99569.95,98.86196746760832,230.33994602099995
73,285.25378,0.008579303,99429.06,96.5906312587589,229.98039707571888
74,285.35626,0.008702467,99335.68,97.22275444106306,230.10422534387806
75,285.95956,0.009138377,99214.62,97.98463883269176,230.5477203556103
76,286.1554,0.009032585,99031.19,95.43164207172711,230.42013551110688
77,282.6419,0.00633841,99448.98,85.00495271844015,227.20726864128113
78,279.3759,0.0049343687,99964.64,83.17981337414186,225.01891865777424
79,278.8353,0.0051531736,100172.1,90.37960576680175,225.4252356742634
80,279.07626,0.005252218,100261.35,90.66718469538398,225.60217731772616
81,278.84866,0.005074076,100337.44,89.05689671691283,225.3021550445793
82,278.14505,0.004725932,100501.2,87.26346319968732,224.68842078536426
83,279.47354,0.004680116,100703.29,78.94307763994637,224.6154565865126
84,281.32715,0.004053993,100838.92,60.280973285666015,223.35936795722588
85,280.48996,0.0039659664,100978.69,62.538729682463575,223.1831840302675
86,279.49084,0.0042219628,101071.48,71.39079995567552,223.74112670673412
87,279.833,0.0047602486,101014.58,78.56639021291303,224.79176471783657
88,280.89105,0.005636544,100801.98,86.3177897288008,226.27660220058925
89,281.75577,0.006210284,100489.25,89.37344210820723,227.1203402323817
90,283.0356,0.007112485,100227.41,93.6160600742893,228.3288458307941
91,284.39972,0.008262993,100193.21,99.22312539416859,229.70577569246177
92,285.3563,0.0084403325,100244.85,95.16169489795533,229.9042254631722
93,284.94662,0.008070747,100301.516,93.55307158806654,229.49461883103967
94,284.65637,0.00803398,100341.14,94.97868281507402,229.457175603846
95,284.9407,0.008180281,100302.04,94.86052626514369,229.6199723314087
96,285.1332,0.008458271,100241.84,96.78092738861996,229.92473854631606
97,284.97232,0.008470147,100180.98,97.8969821841888,229.93284402248742
98,284.84848,0.008572764,100134.32,99.85453985440648,230.0414161598295
99,285.53796,0.008470615,100041.38,94.16985324776557,229.9177603830591
100,285.9493,0.008257589,99840.28,89.16231690301525,229.65979590044674
101,284.73135,0.007204485,99827.37,84.31234620288014,228.40280835678033
102,283.12036,0.005722651,100006.27,74.72800628703695,226.33267355134535
103,282.63345,0.0050709057,100243.28,68.5911292101071,225.27409668081967
104,282.27512,0.0049340217,100527.7,68.57255020721531,225.05755007076837
105,281.46323,0.0051367106,100808.3,75.6515776980663,225.44372643908025
106,282.13153,0.006172676,101001.42,87.03648545140055,227.1100861091002
107,283.94736,0.0067992117,101187.8,84.98958617114626,228.0000844531836
108,285.29086,0.006588085,101299.78,75.39006621779276,227.71635308391404
109,284.96265,0.0064024576,101405.26,74.95603768556333,227.46689239811099
110,284.2835,0.0064971033,101546.8,79.69278264776672,227.6161648891972
111,283.65012,0.0063764025,101623.62,81.65899068398555,227.45495087979032
112,283.5703,0.006089136,101632.16,78.40533700812516,227.0375070781036
113,283.53452,0.00616859,101597.92,79.59237985117174,227.15210821629964
114,282.89124,0.006496064,101595.97,87.52297445797352,227.62485234291427
115,282.3666,0.006589827,101574.26,91.97073090105681,227.7556885133084
116,282.83774,0.006165462,101421.0,83.22479077219309,227.13444048671488
117,282.1208,0.0058441116,101281.39,82.69320773412433,226.6405216385793
118,281.78418,0.0057812463,101197.04,83.62578530618873,226.53674035274236
119,281.49142,0.005888429,101130.14,86.8335685976967,226.69760120511097
120,280.987,0.0061299526,101061.3,93.50004519669785,227.0569471921363
121,280.8128,0.0063677332,101019.97,98.25222504168194,227.3993446218222
122,280.6337,0.0064945817,101068.695,100.0,227.44868281686357
123,281.88803,0.0069776247,101163.85,100.0,228.22627568371246
124,283.14343,0.007455491,101182.95,98.35388880021384,228.8496034224791
125,283.2181,0.00746244,101281.04,98.04754202313576,228.86687676484723
126,282.44495,0.0072451886,101441.52,100.0,228.5709965922147
127,281.4405,0.006959254,101569.77,100.0,227.94902924189898
128,280.94064,0.0066478546,101671.914,100.0,227.63911579384936
129,281.4931,0.0067525823,101758.625,100.0,227.9816260212608
130,281.70245,0.006840529,101891.42,100.0,228.11133368831042
131,281.9624,0.006954408,101995.73,100.0,228.27232782554827
132,282.53546,0.007181712,101971.22,99.48155006042413,228.57914379164822
133,282.7139,0.0070443884,101977.28,96.41550059362267,228.40146826043053
134,282.39673,0.0069693853,102012.74,97.4906703685781,228.30766006917347
135,282.039,0.006948275,101969.98,99.53925574463855,228.27737703644948
136,281.78867,0.0068902127,101844.28,100.0,228.16473993858654
137,281.5665,0.006789109,101716.39,100.0,228.0271079319801
138,281.43582,0.006717482,101670.266,99.96869667755654,227.94326611226958
139,281.95993,0.0064819087,101616.82,93.03341447095796,227.6105441119171
140,282.3654,0.006142291,101438.7,85.61675864243554,227.10376347975165
141,281.9259,0.0060811164,101280.44,87.19212171133853,227.0005759802043
142,281.3843,0.006066148,101190.58,90.16428310939307,226.9722810318405
143,281.38116,0.0060543963,101055.19,89.88797142108001,226.94256855975658
144,281.3698,0.0060568308,100857.51,89.81708349708316,226.92845619672985
145,281.2668,0.0060875546,100707.79,90.77414880287293,226.96114866906856
146,281.33298,0.0061704214,100632.23,91.52600893386472,227.0765432514101
147,281.66547,0.006345458,100559.0,91.94574597091186,227.32246953950718
148,281.8754,0.006598291,100420.945,94.1236658975248,227.66472151409263
149,281.88077,0.006825585,100351.88,97.2632246645067,227.96766327238413
150,282.02783,0.0070211175,100367.46,99.07045378701864,228.22716550651162
151,282.4019,0.0072191376,100370.195,99.31649276901423,228.48128792710827
152,282.40128,0.0072543253,100383.15,99.81771158364737,228.52719461932097
153,282.3866,0.0070925364,100400.0,97.70504712903471,228.3215659905611
154,281.75253,0.0068857884,100432.33,99.06022825850948,228.05588370237444
155,282.14426,0.006790492,100415.1,95.10748369488829,227.92526828800843
156,283.3538,0.0068587638,100294.55,88.423641926173,228.00082097227155
157,283.0302,0.006987171,100257.17,92.02755725178719,228.16856520135124
158,283.1196,0.0073556397,100255.75,96.29769567835933,228.64016288432586
159,283.73767,0.007927905,100241.445,99.55481345818377,229.32853230822423
160,284.0197,0.007910853,100239.445,97.4809423163573,229.30718565533218
161,283.79306,0.007180103,100224.73,89.8152588722654,228.4123453700878
162,282.15732,0.0070384988,100187.7,98.26975582228086,228.2328125391069
163,282.1486,0.0069720983,100083.43,97.29846990187711,228.13638061251606
164,282.77603,0.007039981,99836.33,93.92841264422532,228.1998882057146
165,282.85913,0.00724069,99563.414,95.80224814001525,228.43231487907178
166,283.74808,0.0074628345,99317.4,92.7818771432876,228.68376675624177
167,284.0368,0.0073556704,99080.79,89.48450890819771,228.52733710214335
168,284.12872,0.007337303,98867.95,88.52282623719168,228.48407911468823
169,283.96555,0.007433386,98762.87,90.56888558378101,228.59462389799535
170,283.54718,0.0077281827,98829.4,96.90317285581371,228.96126503173147
171,283.58774,0.0079669915,98959.625,99.75798146345404,229.25488892831964
172,283.62686,0.007980324,98956.445,99.65982943883036,229.26991664157194
173,283.42935,0.007757811,98937.68,98.15523649784113,229.00728675324157
174,283.3284,0.007578798,98961.34,96.56616936089397,228.7943960465354
175,283.35687,0.007613486,99057.836,96.91755265413101,228.84543538626946
176,283.23218,0.0075412085,99216.195,96.96121215387167,228.77277842024105
177,283.06323,0.0066996343,99396.734,87.28519593389625,227.70504303538746
178,282.3675,0.005954941,99593.56,81.47729407849991,226.65676971390874
179,282.2787,0.005384265,99751.67,74.23179611206282,225.7663570646725
180,282.3312,0.005025758,99772.01,69.05725723033925,225.15365392033266
181,282.0268,0.0048485682,99800.74,68.03180553606384,224.83891248778298
182,281.6497,0.004945686,99914.27,71.2781385819452,225.02634839139102
183,281.4197,0.005337903,99969.56,78.18966697390539,225.71195434036017
184,280.84637,0.005575072,99931.555,84.89570997971575,226.10006542179883
185,280.55624,0.0056587667,99942.32,87.9117548096004,226.2359415372647
186,280.52554,0.0056445827,99971.45,87.9022002717257,226.21613423339366
187,281.37567,0.0052448153,99967.3,77.05549551424875,225.5547904660082
188,281.89612,0.0047179107,99894.53,66.85180220313902,224.6060464612179
189,281.761,0.0048458525,99856.1,69.2717322836167,224.83990444577242
190,281.58154,0.0048718206,99909.4,70.53684039039196,224.89269888382043
191,281.12802,0.005372186,99989.94,80.29144210877821,225.77213748747275
192,280.46417,0.005527686,100090.625,86.5489536789719,226.03924618591176
193,278.48978,0.004534579,100349.87,81.61371701801198,224.30899649864114
194,276.90228,0.0043668533,100634.43,88.113783845437,224.00778624501314
195,278.57175,0.0044934778,100860.72,80.82355788682717,224.27338463590672
196,280.52942,0.004256008,100971.02,66.92557866882063,223.7990390501535
197,280.06448,0.004131206,101187.76,67.21942384422893,223.55902080011677
198,278.47552,0.0043696794,101414.555,79.56220840736675,224.07624757184354
199,277.7922,0.0045034033,101564.19,86.1405740451124,224.35693301883012
200,277.51035,0.0045767436,101620.67,89.34375014885478,224.50531361290504
201,277.26257,0.004618716,101660.22,91.78532509337664,224.59022128610468
202,277.59354,0.0047711674,101725.92,92.69223288976544,224.88223441061254
203,280.17728,0.0053851395,101738.3,87.41881386332766,225.95302642124855
204,282.39355,0.0048833783,101651.67,68.08255536188726,225.06463971078915
205,282.00598,0.0051934836,101627.8,74.31624165375626,225.6122581538673
206,281.5531,0.005566709,101608.695,82.13338974259217,226.233971216126
207,282.18393,0.0058029015,101562.664,81.98730271147386,226.60155981169868
208,282.24683,0.006200359,101472.72,87.15251610191443,227.19263101778012
209,282.22232,0.0067259967,101360.43,94.59285058084653,227.92374689956145
210,282.57834,0.0071861576,101342.445,98.64023337297326,228.52750886837455
211,283.23132,0.007584427,101321.164,99.60135181470943,229.02026024810414
212,283.98865,0.00788965,101263.164,98.42158633629832,229.37711704034967
213,284.1069,0.008045383,101222.734,99.5341455838046,229.5543759335758
214,283.92438,0.007996919,101226.94,100.0,229.48515555939198
215,283.9761,0.008037086,101188.15,100.0,229.51707269471285
216,284.26,0.00817207,101086.305,99.93754085094356,229.68640766167385
217,284.3883,0.008123496,100969.39,98.38241927814109,229.61958088321754
218,284.54175,0.007978551,100902.47,95.58028748712701,229.4454543213594
219,285.57745,0.0075105834,100842.5,83.9498624962545,228.8758991504081
220,285.51755,0.0074384147,100689.27,83.34548297808229,228.77298676305483
221,284.55627,0.0073377555,100603.766,87.55752893976482,228.64376329781658
222,281.85995,0.0044741402,100888.12,64.18851853673166,224.2259075706211
223,280.8041,0.0033025777,101041.47,50.99907621107561,221.606298509573
224,280.73428,0.0031741632,101088.41,49.2742200823345,221.27135074997543
225,279.43433,0.003628788,101168.336,61.660433756229175,222.43245318498793
226,278.12155,0.004033591,101267.836,75.17304639110333,223.36384433607054
227,279.90714,0.0040086764,101292.23,66.00575318677187,223.30573217286494
228,281.58563,0.0037517908,101149.72,54.98231348303215,222.71163297060744
229,281.07758,0.0044363993,101026.734,67.2271716142037,224.16641807544127
230,280.2549,0.005087348,100869.73,81.44057725814005,225.36763843240448
231,280.50592,0.0055412357,100524.13,86.88873705362481,226.09997681643304
232,281.66653,0.006008901,99993.25,86.57087474331007,226.77731385151276
233,283.08844,0.006856347,99480.4,89.25077510888993,227.92380047103137
234,283.73175,0.007056627,99261.484,87.77805967591034,228.16439665447493
235,283.97885,0.0064913207,99205.78,79.37650439031717,227.39596518785302
236,283.84177,0.005348483,99141.625,65.96163371101156,225.64538776362593
237,282.74838,0.005403317,99170.555,71.74266829453937,225.74360164420946
238,281.9796,0.005548599,99242.555,77.66537906907489,225.99070663219723
239,281.74295,0.005324159,99409.086,75.8601013741306,225.63722858956987
240,280.52338,0.0044067292,99752.46,68.48455002344515,223.9974518991485
241,278.1107,0.0037526148,100219.64,69.26288606518348,222.64547043382504
242,276.03998,0.0037236938,100647.086,79.8836267772698,222.62221187402554
243,277.35846,0.0034843977,100960.13,68.30241890084096,222.07139541408364
244,279.02115,0.0026387903,101156.14,46.13679406724713,219.71866480851725
245,278.43942,0.0024930884,101408.24,45.50531799368468,219.26557503759489
246,276.3228,0.0027934702,101658.03,59.32689404040722,220.24896529303325
247,275.14554,0.0029441004,101766.984,68.07554744455902,220.7063220176717
248,274.99057,0.0030097289,101709.36,70.33068199564069,220.88925685045396
249,276.83072,0.00348047,101526.64,71.21225482473238,222.11172112405686
250,279.35883,0.004791707,101287.48,81.9445740408436,224.87579420180714
251,281.05023,0.0064884317,101078.984,98.55798887998097,227.57467786506402
252,283.21198,0.007211615,100838.9,94.37529906331974,228.51143333802685
253,283.78455,0.006647128,100580.35,83.49236349982415,227.73879030401923
254,283.27704,0.0065689757,100258.51,85.09507735988211,227.60367917253654
255,283.66367,0.007312817,99852.08,91.92725707413676,228.54684998551602
256,283.2576,0.005427603,99768.78,70.05611585861854,225.83572429504906
257,281.46356,0.0038733343,99877.1,56.514647654081394,222.8783543788096
258,281.24017,0.003619159,100034.68,53.70225287598006,222.3053773047456
259,281.97443,0.0032271035,100180.98,45.615718853760036,221.33078887370777
260,282.20798,0.003369824,100262.71,46.922543275144626,221.7073525533888
261,281.80865,0.0035387757,100419.25,50.708879042855656,222.14282706630223
262,281.36963,0.003705636,100661.305,54.84438201669126,222.56314363032993
263,281.15118,0.003923035,100880.74,59.06366299732605,223.07756170447973
264,280.75455,0.0043818587,101066.91,67.91293888318437,224.06234382837857
265,280.5392,0.0045899926,101194.484,72.28926007394692,224.48300456310264
266,280.8068,0.0047315722,101279.875,73.22542437782525,224.75803307352916
267,281.87628,0.005187587,101271.38,74.62506909686603,225.5711156503809
268,282.7814,0.0055839675,101166.664,75.47198824678419,226.21766635417512
269,282.6541,0.006923628,101115.664,94.3387615893253,228.16486284937608
270,283.55878,0.0077494853,101165.66,99.40105674069348,229.20381196096181
271,284.51025,0.0075323004,101185.52,90.67881715777857,228.93872470004135
272,284.17615,0.007484067,101210.83,92.15156350809063,228.88315352854937
273,284.28818,0.0073026344,101277.1,89.30637096858702,228.6624636079024
274,284.24423,0.0073470813,101395.79,90.21997997084111,228.7294003987684
275,285.36252,0.007041961,101508.45,80.36865651995643,228.3446936872929
276,285.9906,0.0065411543,101537.055,71.64080269826813,227.66954671134962
277,285.5752,0.0065066665,101597.32,73.28677672290296,227.6286124603366
278,284.87045,0.0069223554,101691.95,81.77212462552299,228.20631417283693
279,284.04413,0.0076864734,101724.7,95.96950606924366,229.1774494612966
280,283.8229,0.007835731,101713.85,99.28123961831464,229.35559756773972
281,283.00497,0.007447137,101691.125,99.66438017129425,228.8862712488088
282,281.32086,0.0066062612,101668.04,99.08552301158635,227.79096901418197
283,280.66873,0.0063092513,101614.09,98.8968111316029,227.36952514097717
284,281.2307,0.0061926157,101468.72,93.27099955170223,227.18487166124217
285,282.1173,0.0063167107,101324.82,89.44013268267847,227.34867591240422
286,281.63843,0.006090941,101207.21,88.99278618209351,227.0097335077485
287,281.6616,0.0058886292,101052.31,85.76922634892242,226.69027330180148
288,281.2901,0.006221551,100875.18,92.77932194591914,227.17349512991652
289,281.20718,0.00666389,100732.93,99.79864307058828,227.78600107466104
290,282.4222,0.007254918,100633.305,99.93411414474302,228.5508576415041
291,283.63113,0.00755563,100500.47,95.80813985942183,228.907967517629
292,284.9742,0.0073659783,100243.734,85.17810645430379,228.644120380809
293,284.8272,0.0068061007,99958.75,79.24891649531517,227.89330254704203
294,284.51904,0.0069151074,99718.58,81.9876252865284,228.01781865517643
295,284.6304,0.0073343925,99503.19,86.12898389344326,228.53746599093017
296,284.5965,0.007967618,99387.56,93.66689542990501,229.29145992283338
297,283.23242,0.005994054,99710.0,77.45278559767544,226.72299001207807
298,279.3535,0.0045922087,100212.86,77.72543391193997,224.4052084511092
299,280.2955,0.004301622,100602.69,68.48769570383921,223.86118869969195
300,281.5719,0.0033162537,100778.266,48.46563797129106,221.61648980789136
301,281.34445,0.0033193566,100908.3,49.333085533964194,221.63642875405893
302,280.20526,0.0037120096,101023.52,59.718207650799414,222.61343898979862
303,280.002,0.00421299,101028.78,68.7375134699669,223.71696497455054
304,280.49197,0.004882843,100909.22,76.9330192709051,225.00548687911083
305,281.5509,0.0054353327,100758.266,79.53296602043687,225.94394367721165
306,282.08527,0.0058645173,100667.34,82.67575484962767,226.61700472562046
307,283.21545,0.0063706604,100595.805,83.1487593203476,227.35565631169243
308,284.05563,0.0067818416,100415.13,83.51511251236504,227.90580056026886
309,283.8485,0.0073419088,100241.914,91.51470465930235,228.6186429627273
310,284.28085,0.0077766394,100146.56,94.08224867351993,229.13894909878329
311,284.6627,0.0077640098,100060.14,91.49015203558452,229.11423027358532
312,284.52133,0.007237918,99997.85,86.0434038466275,228.4620175777651
313,283.98648,0.0067485925,99935.914,83.09040116168693,227.81726972007783
314,283.66718,0.006953018,99864.66,87.39482585495124,228.08493866267378
315,284.24,0.0067250393,99658.05,81.18210750312254,227.75873520693494
316,284.3393,0.0063416753,99339.97,75.80473540074796,227.1949192322531
317,283.53427,0.0064965966,99153.1,81.79934267140275,227.40035937845235
318,282.60776,0.0056933356,99103.68,76.26325828968176,226.20668660536438
319,279.5551,0.003471487,99495.375,57.525575409103766,221.90590660437834
320,278.3695,0.0032020633,99751.45,57.76927743009011,221.2401570333711
321,278.09882,0.003192645,99934.97,58.80834478071068,221.23166078604433
322,278.5655,0.003266973,100144.664,58.36943313824818,221.44468719642063
323,280.64676,0.0032119565,100292.65,49.76474706877766,221.30498303215475
324,281.40012,0.0032970463,100323.13,48.53147143659001,221.52844214817623
325,281.09952,0.003826233,100308.24,57.48067048891845,222.81105257593154
326,280.32028,0.004433815,100262.555,70.23296236593585,224.09703132307655
327,280.1884,0.0050676526,100031.84,80.81802490375794,225.2588122031813
328,282.2201,0.0071165212,99585.24,98.33946678506095,228.2781135130391
329,285.16177,0.0078076106,99243.26,88.27393591791693,229.0876114102565
330,285.58624,0.00781589,99109.38,85.80297630869987,229.08296352084895
331,286.04584,0.008575513,98994.805,91.22459994121729,229.93160696926157
332,286.85596,0.008717614,98947.08,87.89019005686978,230.07671405479147
333,286.51624,0.007862957,99077.19,81.16557689044386,229.13123826128157
334,285.62256,0.007302222,99230.875,80.07036098564056,228.4673405528119
335,285.00204,0.006599997,99307.125,75.46409464465313,227.552021429417
336,284.54593,0.0055236854,99364.31,65.1398649729466,225.95099164167226
337,283.4637,0.0056942254,99443.805,72.2493022514785,226.23555685720953
338,282.5075,0.0052870903,99743.26,71.7655435516947,225.60194981477022
339,282.10178,0.0036106838,100228.83,50.62262605099558,222.29874944068
340,282.2447,0.0029676086,100612.12,41.36350666888751,220.6529081199528
341,281.34195,0.0029012922,100993.91,43.16380703766336,220.496885531857
342,279.53214,0.003485708,101331.4,58.924589810402004,222.09903347016785
343,278.37482,0.0038168188,101598.71,70.11367946973839,222.91062090647637
344,277.72845,0.003908997,101793.195,75.2760205194637,223.13695280220014
345,277.14365,0.003963037,101944.164,79.6408487215102,223.27142917629945
346,277.07336,0.004009633,102083.836,81.08906928731956,223.3855908151037
347,280.17465,0.004023151,102130.69,65.57389514453621,223.40841947468246
348,281.84326,0.0036479204,102007.47,52.978297372821146,222.54099598595153
349,281.72137,0.0041642566,101828.44,60.87298673199779,223.678120022822
350,281.6999,0.004618669,101604.445,67.46494547623209,224.56954356171968
351,281.386,0.0058529098,101222.22,87.0120335267868,226.65163937403267
352,283.34467,0.0074838353,100893.49,97.12056835614588,228.85722942504827
353,284.95724,0.007681521,100820.64,89.44148593140928,229.0845449346462
354,284.47238,0.0071169,100930.67,85.67696366483672,228.393047373076
355,284.53317,0.006752473,101049.47,81.05704690568992,227.92196267635333
356,284.98438,0.0063150073,101049.51,73.5653185107237,227.309631389403
357,284.45316,0.006305243,100993.836,76.05089834549027,227.29279698727763
358,283.45795,0.0065441057,100920.46,84.30414232384007,227.62862306486576
359,282.9713,0.0068370793,100749.47,90.85482346517992,228.0150149640523
360,283.43372,0.007557516,100418.31,97.03040080410966,228.90351050375955
361,284.41147,0.007922284,100048.34,94.91921234634661,229.30111029098654
362,284.5997,0.007551219,99677.64,89.01320105982855,228.82219870979338
363,284.40445,0.0074519296,99299.03,88.65316017473162,228.66577864833835
364,283.27048,0.005248564,99133.125,67.25325283763486,225.4786417812461
365,281.2417,0.004328848,99213.266,63.69659564732197,223.79060870476778
366,279.87628,0.0038904967,99561.945,63.09578632227001,222.89496979998185
367,278.6251,0.0038033237,99901.38,67.50538395393595,222.7323701948119
368,278.39215,0.0043297224,100105.6,78.2680184372912,223.88141471603132
369,278.9288,0.004508391,100330.74,78.68315571891988,224.25476503759268
370,278.5368,0.004377588,100627.46,78.74808657669786,224.0232302191779
371,280.56982,0.0040412047,100798.27,63.26290349943806,223.33104607122448
372,281.77896,0.0042981673,100713.91,61.896935993487645,223.8583935798937
373,281.77155,0.005256853,100501.44,75.5804603217744,225.62151338712073
374,282.11655,0.005918535,100155.41,82.83513318816544,226.65341116134218
375,282.92532,0.0069063026,99833.42,91.21875637362454,228.0234192054769
376,284.59723,0.007521174,99494.875,88.51018630447582,228.7684285742585
377,283.8969,0.005415785,99380.63,66.70681844168561,225.7785652699039
378,282.47806,0.0047501996,99448.23,64.41452771928627,224.62432816866786
379,284.18613,0.004781403,99545.88,57.86172513405282,224.68409282761337
380,284.26657,0.004570523,99770.53,55.13832071101851,224.30557479901188
381,283.81677,0.004557065,100025.36,56.799700345170244,224.3040094793444
382,282.5387,0.00474925,100298.35,64.68875956183183,224.6979308283328
383,281.21786,0.004977204,100413.9,74.24755142144849,225.12888430103595
384,280.39594,0.004624618,100468.734,73.02557715780081,224.48608725123563
385,279.42282,0.004053217,100637.95,68.56462559753004,223.3470896324917
386,278.56992,0.004081348,100900.625,73.44915277470389,223.43324291952752
387,279.90744,0.0039837784,101105.91,65.47332980155157,223.23531282437318
388,281.65692,0.0034914978,101131.48,50.9106888191649,222.0886709973534
389,281.70514,0.003833763,101137.375,55.72144040799749,222.89762383484626
390,280.5084,0.0042812307,101249.24,67.60596382085102,223.8751451145289
391,279.5107,0.0044219247,101348.16,74.87443251906818,224.17138528096916
392,280.2314,0.0044005853,101387.27,70.92402028721881,224.12966650762942
393,279.6696,0.004437679,101423.24,74.37490111332514,224.20865976689578
394,279.3638,0.004705068,101504.98,80.60855634825431,224.7332515004367
395,281.232,0.004920339,101564.52,74.17207911722787,225.1283774978611
396,281.7483,0.0057015135,101494.586,82.91809805002819,226.43831942874678
397,282.31647,0.007027563,101383.94,98.22833759822453,228.3272823385972
398,283.2412,0.007413872,101410.664,97.38322629207552,228.81838974788772
399,283.39236,0.0074408054,101461.17,96.79732261247534,228.85583878036968
400,283.5903,0.0075285956,101473.15,96.65804297191197,228.96441272161212
401,283.63785,0.0069939964,101540.586,89.5682972436726,228.29220726033577
402,283.26035,0.0060522393,101687.695,79.61338348590185,226.9886826161779
403,283.8669,0.005697059,101785.91,72.02248551187564,226.44881363668117
404,284.44153,0.0055620987,101805.836,67.68198261624518,226.23254250585308
